sample_id,user,query,product,attention_weight,drem_explanation,drem_attn_explanation,previous_reviews,title,image,description
147855-33675-578-64012,A9BOMBZCJD2WE,video games playstation accessory controller,B000M17AVO,0.864168,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'Controllers' and 'B000M17AVO' is also associated with category 'Controllers'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B003WGJYCY' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B000QUUFRW' which is also related to the query
",1) big remote that is basically just a controller the size of this remove is too big sony use a very large design for some reason this remove also doesnt offer anything over a controller although it is a very nice convenience tool if you are use to a remote and not a controller only spend the money if you have it to spare,Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
107981-33675-578-64013,A3W4D8XOGLWUN5,video games playstation accessory controller,B000M17AVO,0.83045936,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'Controllers' and 'B000M17AVO' is also associated with category 'Controllers'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B005C31HC0' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B00D42AESY' which is also related to the query
","1) head clean there is no question that maxell has made the best of cleaner for your electronics they have definitely done it for years with accessory and continue to do so while many people have stop own vcr there are some that still do after all these years and maxell is still making those aids for it this maxell dry tape head cleaner handle very well and works in a instant it is very easy to read and understand and should not die down it will last around times for use in your vcr and definitely is worth the money while it can take a bit out of you if you do overuse it it should keep you vcr from any flaw for at least years i have always love what maxell had made with their electronics accessory and this should definitely be a great buyprice bconvience quality boverall b
2) digital power between battery many people have either flock over to energize or duracell mainly there have been other brand that have been heavy overlook panasonic has had some electronics that have not been as strong as they could have made it panasonic has though made some really great battery their digital alkaline battery have been no exception they actually work very well and simply deliver nicely in many electronic device from cd player to remote control for the television and smoke and fire alarm they do work very well and this is definitely a brand that has been heavy overlook in no just price but power as well this is a great buy for anyone who needs a bit of backup power without the expensive price to b overall b
3) broadband wire down with the use of cable modem becoming more more like a entity many of us try to go to a cable provider for that aid nevertheless it works very well with surfboard modem that isnt as much of a problem it is very convient to operate and simple to install for the feeling of broadband service through your phone lines and cable high speed service you can simply install it into the back of your computer and just surf to your little away i like it because it works well with my optimum service and it is convient it is a absolutely good modem at a afford priceprice b
4) hub down there are times where a addon device works well with a computer and there are those item that think they can work well but ruin your computer or your other item for it this usb hub from iogear is not one of those this device doesnt work very well on all device that are usb compliant it didnt work on my mp player my cable and broadband service and especially didnt work on my printer and that was damage if you are go to use a usb hub make sure it is reliable when you buy it otherwise something that is important for your computer may be foverall f
5) with all the hype around mp player it always seem to be a choice between the ipod and everything else not everything else seem to actually deliver that is definitely what i found ou with creative lab zen nano plus mp player although the player is very lightweight and convient in price i just ish i could say that for the player on its own this mp player doesnt really work with my window xp laptop computer although it did wih my previous window me edition operate system i was very dissapointe although the player handle well the software it deliver where you can burn music and convert your file into mp window media or traditional wav format the nano plus sadly miss out on file you download from site like rhapsody and in all i absolut recommend this purchase only for the software not te mp player on its own because it malfunction on my computer instead try another mp player like the ipod or something that really can work on music cconvience deasy to operate boverall d",Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
37645-33675-578-64014,A3OJDREFH6BAFD,video games playstation accessory controller,B000M17AVO,0.8674289,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'Controllers' and 'B000M17AVO' is also associated with category 'Controllers'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B00I59VBH4' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B007PRHNHO' which is also related to the query
","1) another sony cash cow i refuse to give any more money to sony they fail to include a simple ir port on the ps so that universal remote such as the logitech harmony are useless stick with the ps controller and stop pay for this stuff
2) choppy disconnect require power nice try but this thing rarely works ad advertise the stream video constant drops frames making it choppy than android also it require power no mhl hdmi support here the roku stick is worth it i guess you get what you pay for",Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
93406-33675-578-64015,A2O4E2QYUG1M28,video games playstation accessory controller,B000M17AVO,0.77718115,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'Controllers' and 'B000M17AVO' is also associated with category 'Controllers'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B004E8X6FU' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B007471PZQ' which is also related to the query
","1) slow previous review have led me to believe that this unit will instantly find your position the instant you turn it on not true i took this unit to orlando and there were instance where it took almost minutes a long time when youre sitting on the side of the road wait for the unit to give you directions to find itself update the software help but its not quickim give it stars because of the unit size mapping software and functional
2) great remote this is a must buy if you use your ps for watch dvd and netflix on demand the negative comment on the stop button are silly even if you press it inadvertent which i have maybe twice pressing play bring you back to the scene where you stop
3) works with macbook pro retina pro easy set up just connect the included ethernet cable to route plug in the power cord install the software and youre good to go with practically no other configuration my new macbook pro with retina display woo hoo saw the hdd and was able to back up automatic with time machine tech support aka concierge service was fast and good i got a live person in minutes and they solve my issue on the first call see belowcon there no usb firewire or any other cable for direct hdd access it took days to upload all my file and program into the hdd via wifi and if your route fail you have no way to access your data it seem awfully slow im not sure if its my route or this hdd fault but if i have to replace my route as well im thinking might as well get the apple time capsule i had problem create private and share folder for other nonadmin user the problem turn out to be a firmware update was need plus a few other in all setup was quick and easy and this thing works however im extremely unsatisfy with the speed im go to try the apple time machine and see whether its better
4) hard drive failing after year of sporadic use half of the drive is partition for pc and the other half for mac the mac side keeps get every month fortunately disk utility has been able to fix it every time but im not optimistic time for a new back up drive",Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
133673-33675-578-64016,A26IKBWCSJ2Y9K,video games playstation accessory controller,B000M17AVO,0.8934664,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'PlayStation 3' and 'B000M17AVO' is also associated with category 'PlayStation 3'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B003SX0NG2' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B005CLPP84' which is also related to the query
","1) good reliable remote but i dont use it anymore the remote works well with decent battery life the stop button placement and function is highly annoy but otherwise works wellbut its just another remote to add to the clutter and can only control the ps i have too many device and just went with an rf harmony the ps adapter instead and it is a much better setup over use this remote and several othersif you have a simple setup read tv only with simple needs this works well beyond that go with a remote that can do it all
2) it works this is my nd one as the first was fry from a lightning ground strike it works well and i never have had an issue with it my complaint pricey for what it is require ir for the price it should have a direct rf input for the harmony remote my whole setup is hidden away and ran rf i shouldnt need to use an ir blast for this but it is require it is a logitech product after all so rf integrate should be pretty straight forward with the harmony rf remote
3) junk ever after modification up to not a chancei will start by state i live in a very clean wireless area everyone in my neighborhood has acre lot so you dont see other wireless network due to the distance between them i also test with my wireless route and digital baby monitor off just to ensure a clean wireless network i knew that wouldnt matter anyway since i have other bluetooth device that will work at away in my of the box this piece of junk has a reliable range of maybe not enough for me to even come close to sitting down on my couch from where i had this mount next to me stereo receiver after modification pull the stupid metal plate i did get about range even then moving around with iphone would cause it to break up or perhaps lucky my home got struck by lightning about a week after get this piece of junk and it is fry beyond repair among many item in my protector didnt do a thing i replace it with the logitech bluetooth receiver the extra was very well spent it actually will go without modification and i can walk around with my the belkin is cheap than the logitech but if it is a piece of junk do it really matter
4) works exactly like i need it to i am use this composite extension wire to feed the overhead dvd player i install in my truck so that i can stream video from my iphone to it via a composite cable adapter i was able to fish this wire easily through the headline down the and through the door sill into the dash area has work perfectly no video noise no complaint
5) im impress ive had this install for almost month nowto get the oem mitsubushi unit ship in days like amazon prime did which i need as my original bulb blew out it would have cost me exactly x as muchi initially purchase this bulb as a backup bulb and one to use until i could get an oem unit at a better price my thought was i could save enough money vs pay what i would have to pay to mitsubushi that i could have an oem this bulb for the same money as rush the oem to my the end im impress enough with this bulb that im just go to keep it as our primary bulb our oem bulb last past its rate life though i should have bought another soon as it was dim fast for the last couple of month if this bulb last as long ill be tv get a lot of use and i have at least hour on this new bulb it works perfectly and ive had zero issue picture is the same as the oem bulb when it was new a quick and easy direct swap no complaint",Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
34984-33675-578-64017,A3HO2J3VI7QV9H,video games playstation accessory controller,B000M17AVO,0.8421431,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'Controllers' and 'B000M17AVO' is also associated with category 'Controllers'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B004275EO4' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B0083P0MI4' which is also related to the query
",1) turn on system if you look at it turning it off again is a pain this remote works fine but has a major design flaw hence star off there is no off button the slightest touch and i mean the slightest on any of the buttons will turn the system on but to turn it off again you need to switch your tv on switch it to the ps input then navigate to the menu option to turn the ps off again when you are rummage around for remote on the couch its the easiest thing in the world to brush one of the buttons and beep the ps is up and running whether you like it or not if you can live with that im learning to its a great remote,Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
100783-33675-578-64018,A4G51W9PC7TJL,video games playstation accessory controller,B000M17AVO,0.24991116,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'Controllers' and 'B000M17AVO' is also associated with category 'Controllers'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because of the product's popularity
3. This product was retrieved for this query because of the product's popularity
","1) get the job done love these adaptor i got this one mainly for my car since it has a combo cdcassette is awesomethi little gem do the tricki use this to play my mp player sony and an ipod the audio quality is superb its crystal clear i also use this in the house on my stereo systemthi is a great buy and its worth it to have a few of these on handyou never know when youll need one
2) garmin worth it i received this for christmas last year ive always want a navigation system because let face it sometimes the direction you get from people are wrong dont get me start on mapquest eitheri use this for work and ive never been lost this is a godsend especially on those expressway trip or those jaunt to the everything is backwards ive use this in the remote far area also and ive never had a problem this was by far the best christmas present ive received in a whilethe navigation is turn by turn in a crisp clear voicethe map is detailed and colorful but not overly clutter the best thing is if you make a wrong turn or stop someplace elseyou get course correction that get you back on your way in secondsit can even find for you restaurant gas station and other place if your new to an area i found this great little china place out in a quiet area in that ive never heard of thanks to thisi the garmin worth it
3) great blu raydvd remotea must have for the playstation first of all this is a no brain if you want to watch dvd or check out the awesome blu ray disc on your playstation this is a must you can use the pss sixaxi controllerwhich i did for a few monthsbut its not the the control mess up the movie put is simply its a bit awkwardthi remote is well donehigh quality and even come with aa battery great job sony firstyou have to register it to your ps via update on your that no problem after that your good to gothe only things im not crazy about is that there no backlight for the buttons or a main power button on the remoteyou have to have your ps on not a big i know some people that really went off on the lack of these to them i say are other things more importanti also have a xbox and that system remote isnt even close to this one but both blow the wiimote awaybottom linethe remote do what it",Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
127968-33675-578-64019,A1F7JZUUH2D6F7,video games playstation accessory controller,B000M17AVO,0.8564142,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'Controllers' and 'B000M17AVO' is also associated with category 'Controllers'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B004V3KCIM' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B00007M1TZ' which is also related to the query
","1) a must if you use the bluray this make the dvd so much easy to useand since it works like the controller it do not need lineofsight to the console
2) they workgood size they are much else to say i had not save enough of them before go on a trip and need shipping and inexpensive
3) much nice than have a wire if you ever play a two player multiple controller and since the playstation only come with oneyou need another pretty simple math works well a snap to set up and the battery last a long time",Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
58716-33675-578-64020,A2D45ZF2E3819G,video games playstation accessory controller,B000M17AVO,0.83270675,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'Controllers' and 'B000M17AVO' is also associated with category 'Controllers'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B004OVECU0' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B0019OZ3OO' which is also related to the query
","1) just an optical cable the connect are too bulky to fit next to other connect in the back of most receiver not necessarily worth the higher cost of monster brand
2) very flexible for its thickness cant tell if the thx certificate actually make a difference in audible quality well built speaker cable
3) the right product for the right price with quick shipping why pay over a hundred on a better look cable monster when you can have the same signal quality for a lot less
4) cant live without it not the most intuitive remote control but that sony for you in my opinion if you use your ps as your only or primary bluray player you have to have this remote
5) works well for the price no complain in terms of sound quality and pair ease but the range is rather weak when i use it with my hopper dvr watch some record tv show and walk over to the next room signal start cutting out i have a motorola shd headset that works around most of the house even on the floor below though it was at least four times more expensive than the hm",Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
5819-33675-578-64021,A1ZADIQZGSJH0G,video games playstation accessory controller,B000M17AVO,0.9097821,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'PlayStation 3' and 'B000M17AVO' is also associated with category 'PlayStation 3'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B007Z36HWU' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B000HGIWN4' which is also related to the query
",1) instruction for pair are unclear i dont know maybe its me but at first i didnt think to use the controller to register or pair the remote to the ps and it wasnt mention the instruction assume that everyone should know these things and what a xmb menu stand for plus it doesnt say how to find the setting that have a logo like a small suitcase or whatever its supposed to be but you go to the dvd setting for the tv a menu appear then tap the left directional arrow on the controller until you find it then x select it now you have to arrow down to find the accessory setting with this goofy logo and select this then it will give directions to register the remote by pressing the enter and start buttons simultaneous until the screen change that took off and on about minutes i was wonder if i had a bad remote i change the battery again and spun them around pressed both again and held it and finally the screen change and it said that the remote was register i still dont like the fact that you can turn the ps on by pressing down the playstation logo but cant turn it off unless you do so from a menu on the tv screen why is that maybe i change my mind about turning it on i have to get up to turn the ps off its not that im lazy but why doesnt a remote control have an off button plus amazon give me two review selection for a game and not for a ps remote how much fun is this game how do you rate this game overall duh its a sony bluray remote control and not a game and i must say it was no fun figure this out or get it register and since there no off button i gave it a star rating and yes that stop button doesnt work the same as on my dvr but let face it the us doesnt require compatibility compliance as some other country do so we just have to bite the bullet however it do make life more complex remember which controller do or doesnt do what or how,Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
61193-33675-578-64022,A1TEZUX96NJQH5,video games playstation accessory controller,B000M17AVO,0.8301681,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'Controllers' and 'B000M17AVO' is also associated with category 'Controllers'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B008GVOVK0' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B00DR0PDNE' which is also related to the query
",1) its perfect solution this remote is the perfect solution to control basic function to play a movies mp or multimedia use the psthe remote range is excellent and you can use it to play some games like gh or gbi would recomend it,Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
97298-33675-578-64023,A2N7SBFCW3CC3X,video games playstation accessory controller,B000M17AVO,0.82198966,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'Controllers' and 'B000M17AVO' is also associated with category 'Controllers'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B00BLGUKEI' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B002HWRJY4' which is also related to the query
","1) good for movie night good remote just wish it lit up like most modern controller so you can see buttons in the dark when watch a movie
2) works with mac and pc at the same time very good product it is super quiet and works great backing up both my mac and pc i havent use the itune server function but i am use it to keep a back up of my digital photo so that i can keep them on the back up drive and have access to both computer both my video game system see the readyna and can stream straight from iti current have it pair with the wndr and it is super quick to back up and move file back and forth but that is what the route was design to do
3) lovin it got this in yesterday and was able to hook up the three main speaker sound great so far i am still wait on get my pro install so i can run the surround speaker in the ceiling sound great with the psi did not get any of the buzz or hum that i read in other review but this system is definitely robust clear and functional for all my hdmi sourcesif i have any dissatisfaction it was the wait for amazon to get it in stock but i got it at bargain basement price for a new system so i trade in my impatience for patience and am glad i did well worth it",Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
78109-33675-578-64024,A26KIN6LSNH840,video games playstation accessory controller,B000M17AVO,0.8757447,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'Controllers' and 'B000M17AVO' is also associated with category 'Controllers'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B002TZ4CRG' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B001EO10IW' which is also related to the query
",1) what a ps so needless to say im no game so i need this to properly navigate the ps that we have for games but that i use for bluray and dvd perfectly understand for the lay person like me but the game in the house use it too,Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
1800-33675-578-64025,AC0KD0L11CWY3,video games playstation accessory controller,B000M17AVO,0.83738685,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'Controllers' and 'B000M17AVO' is also associated with category 'Controllers'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B00CAAJDP6' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B002YU83YO' which is also related to the query
","1) video switch made easy and retain videoaudio quality its simple its extremely light weight no cable included perhaps the description say so just want to mention that in case someone was expect it too i bought this for my son room to allow them to switch between a a xbox it do its job and there is zero quality reduction in do it perhaps this is why its a bit of a premium price for this i put some cabinet door clear rubber bumper on the bottom as it sit on a glass shelf and this keep it from moving as it is it has mold in plastic feet and its so light it just go where ever the cable want it too im considering get a second unit for the family room to reduce the switch on the av receiver when use composite video equipment kind of an odd color not sure why they didnt make it black or silver it sort of match the metal gear solid le ps though but not
2) simply a must have for the ps i love that this is a bluetooth device never a worry of line of site works great has range that easily works in my long living room buttons are label clearly so you never need to use the onscreen display but you can if you need too battery are included aa simple setup youll need your dual shock controller to navagate the menu to the point of setting up the this remote after that this remote will do it all from turning the system on to turning it off and everything in between
3) nice little unit lot of features but few option for them i bought two of these unit on gold box deal for the price and even for the current price i think they are well worth the moneyill start with some things i wish were better about the ive only had it around one open network in an ihop full signal strength but would never connect i have three secure network that i use regularly sometimes it connect right away sometimes it take two to three attemp before it will connect once connected it works great email is kind of neat i received an email that contained a phone number and an address and within the w they show up as links i click on the phone number and it allow to add too or create new contact click on the address allow the same plus the ability to just navigate to not many option here at all to install the music hook the unit to pc and copy file to unit either to the unit memory or a sd card if you install one the unit see whatever music you put and where ever you put it no ability to move music from the base memory to the sd card other than through a pccamera works good easy to use dont see that you can choose where to place your photosthe wifi issue if they are one are my only real complaint my htc incredible connect right away to whatever network i am attempt to connect the w too so i feel the w has some connection issue maybe notwhat i do likei was really surprise this unit has the trip log actually two of them one for automotive and one for pedestrian it has the blue line that trail you which ive only seen in my zumo and i really like that feature easy to tell where you have already has been as good as my zumo as mention by a few the audio is weak but when in a vehicle i use a fm frequency adapter for my mp so the unit just play through my radio it come with a mm jack so youll most likely need to purchase a mm to mm adapter to use with time is slow but im patient so no big deal take a while to locate satellite as with my zumo if the unit is off and i travel several mile away it do seem to locate satellite when inside quite well thoughthere is a large system update when you first receive the unit after register also you have days to download the latest map the system update took about hour on dsl the unit had about gb free memory when it arrive and about gb after system update and new map download no issue use a sandisk gb micro sd card",Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
39057-33675-578-64026,A3QERAVM26ZPQP,video games playstation accessory controller,B000M17AVO,0.78694576,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'Controllers' and 'B000M17AVO' is also associated with category 'Controllers'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B001D60LG8' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B003GR6IUK' which is also related to the query
","1) a must have for any ps owner i cant believe i wait so long to buy this thing i use my ps primarily to watch netflix and bluray nowadays i fumble with the standard controller for a couple years when i finally broke down and bought this i think my favorite feature of this is that it never go to sleep every time i want to use the standard controller i had to wait for it to wake up and pair with the ps i can see how some people may be annoy by this controller power on the ps on accident by pressing any button but it doesnt affect me because i normally flip the power switch on the back of the unit off when im not use it to save power
2) a little underwhelmed this is a nice lightbox but it isnt very convenient to use it do fold up nicely for storage though i made this purchase expect to have to iron the backdrop but i didnt realize how wrinkle prone they would be also the white backdrop the one i want had dirt mark out of the box and seem to have more each time i look at it im constant clean it once you get through the ironing and clean it do a good job of produce soft light the frame do not hold a square shape well though so my front cover doesnt fit anymore but i didnt ever care to use it anyway if i could go back in time i probably would not have bought this product base on the level of effort require to maintain it
3) great for computer case clean like the other review i purchase this item to clean computer component due to its lack of bitterant it is a relatively large size bottle which is very nice i am very pleased with my purchase i think this will aid my regular computer case clean dramatic
4) value surpass price these speaker surpass expectations for the price they look and sound great my previous speaker had deep bass and more pronounced mid but their high werent as crisp and i paid a lot more for those previous speaker also the previous speaker were big white box that look terrible these speaker look great next to my monitorkeyboardmouse they are piano black with a small tower shape that take up very little space i can see how some people might have a fuss with the control box but honestly im fairly sure ill hardly ever touch the thing since i primarily control my volume from the keyboard
5) amaze for the price from what i can tell this is the exact same proportions of the canon factory hood this fit my mm stm perfectly both normal and reverse it make my lens look significant more professional i do wonder how much the canon hood felt inner coating make a difference but i am sure the hood presence is a big factor than the coating for prime i really dont think this deal could be beat though",Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
9168-33675-578-64027,A10YTST4AXLGIT,video games playstation accessory controller,B000M17AVO,0.86632836,"1. This product was retrieved because the user often buys products of brand 'Logitech' and 'B000M17AVO' is also associated with brand 'Logitech'
2. This product was retrieved because the user often buys products in category 'Video Games' and 'B000M17AVO' is also associated with category 'Video Games'
3. This product was retrieved because the user often buys products in category 'Controllers' and 'B000M17AVO' is also associated with category 'Controllers'
","1. This product was retrieved for this query because of the product's popularity
2. This product was retrieved for this query because the user often buys products related to product 'B003LVZO8S' which is also related to the query
3. This product was retrieved for this query because the user often buys products related to product 'B000Y1MOIQ' which is also related to the query
",1) great remote after much debate about whether to get a ir remote like the one made by nyko i settled on the sony bt remote and after a month of usage i can easily say i am very happy i went for bt over a life saver especially if your ps is not in your line of sight like its for me when i am in bed watch movies on ps there is no need to point this thing at the psi would say go for it,Sony PlayStation 3 Blu-ray Disc Remote,https://images-na.ssl-images-amazon.com/images/I/71aGPQRTNNL._SY606_.jpg,['The remote control uses Bluetooth wireless communication to operate playback of Blu-ray Discs (BD) and other types of disc media on the Playstation 3 system.']
