Query	electronics portable audio video mp player accessory charger
24.86255	User/query--<also_viewed>--B009QQMEEY(https://www.amazon.com/dp/B009QQMEEY)--<bought_together>--Product																							
19.72036	User/query--<also_bought>--B00BT8L2MW(https://www.amazon.com/dp/B00BT8L2MW)--<also_bought>--Product																							
9.1976	User/query--<write_based_on_query>--armor(word)--<write>--Product																							
																								
Query	store accessory kindle power adapter																							
User ID	A25CY0I386755K	Reviews	too large for iphone i bought a this cheap case to basically protect the iphone as i move around my iphone is a nd gen is a simple no frills case decent contruction and should last a whilemy only gripe is that the case is about inch too wide and inch too long for my iphone if you need something more snug dont get this productif you have your phone in say a silicone case or something the extra size might be a bonus to youif you dont care about looks of the case and you can get over the oversize then this is for youoverall the price and quality i would recommend it the size well	four stars took away one star cause its hard mould together but original bb charger	five stars original apple ear bud	five stars love these nice look lol	five stars beautiful creation but very delicate																	
Product	B00511PS3C	https://www.amazon.com/dp/B00511PS3C						0	0	0														
41.31403	User/query--<bought_together>--B00KBMRNQG(https://www.amazon.com/dp/B00KBMRNQG)--<bought_together>--Product																							
39.84044	User/query--<bought_together>--B004LTEUDO(https://www.amazon.com/dp/B004LTEUDO)--<bought_together>--Product																							
38.12019	User/query--<bought_together>--B00B5RGAWY(https://www.amazon.com/dp/B00B5RGAWY)--<bought_together>--Product																							
																								
Query	clothing shoe jewelry men wrist watches																							
User ID	A3IP16UMN7366S	Reviews	this phone has everything i have had this phone for about month now and i love all of its capabilities i have not own an iphone or a blackberry but i have to say that this phone has every with the exception of a touch screen the greatest benefit is the fact that i can connect it to my laptop and have access to the internet where ever i am use my media net service without the need for wifi hotspot overall it serve its purpose as a business phone the pictures are not the best quality for a megapixel camera but the video quality if fine	great device for half the price of the pill i picked up one of these device from bestbuy today and i am impress with the solid build quality and the sound produce from the speaker too early to judge battery life but it beat out the overprice beat by dre pill in my opinion	do exactly what its supposed to do i just received my kinivo hand free car kit today and i love it i have an outlet and input jack located in my arm rest so i am able to enjoy quality music stream and voice from the device without the presence of wire clutter my dash area really impress with the quality of music	item is coming apart after only days of use i really want to like this product because of the slim profile however the bumper is coming apart at the seam after less than days of use item was deliver on yesterday and is splitting at the top and bottom of the case today	great device great price i picked up one of these on cyber monday for and i honestly wish that i had purchase a few more great sound for my needs i have it on my night stand i previous purchase the jbl flip which i enjoy but it costs i return it and got the bose sound link mini i honestly cant justify spend that type of money when this device sound as good as it do it is not on par with the bose but it sound great																	
Product	B00BKEQBI0	https://www.amazon.com/dp/B00BKEQBI0						0	0	0														
47.91472	User/query--<also_bought>--B00BKEQBI0(https://www.amazon.com/dp/B00BKEQBI0)--<also_bought>--Product																							
33.65509	User/query--<bought_together>--B00JBJ3HQ0(https://www.amazon.com/dp/B00JBJ3HQ0)--<bought_together>--Product																							
20.63093	User/query--<also_bought>--B00FB2XNCE(https://www.amazon.com/dp/B00FB2XNCE)--<also_bought>--Product																							
																								
Query	electronics computer touch tablet accessory screen protector																							
User ID	A20USB0ZHON17O	Reviews	this battery is perfect the package was superb battery was wrap nicely the battery fit my note better than the oem samsung one i have hadthe battery itself is superbi am buy anker battery from now on i watch one hour of video screen time after pop this bad boy in and only battery usage that amazing compare to the original samsung battery i to go anker i love you so much pls send me free stuff	this is literally the best headset for the price on amazon right now its so great i bought two plan to buy another for the hell of iti have several headset and microphone from a to standalone desktop table microphone along with audio technica headphone but nothing beat the voice clarity and the comfort of this headset it literally is noisecancele i had my family play and movies in the background and the background sound of that was lower to my friend whom i was play games with online making my voice clear and sound is enough for casual music listen im no audiophile but own several audio technica and jvc and this seem to be pretty damn good as for how it feel like on your head if youve ever own koss portapro just imagine that but more lighter and notso tight the best con for me is the mic and price on this thing its like plantronic best product right nowpro mic sound amazing lightweight comfortable as hell plug and play none of that bs driver unless you want to be able to call with the button on the headset cord sound great skype certify i believe this is when plantronic hire skype to do test on their product and if it works well and is clear it get a skype certificate its so great that according to review some electronic stores are use this among employee to seem very flimsy i have been use it for a year though and drop it about x a week nothing has broke it so its pretty durable this is not related to this product but this go for dollar at local stores for some reason while its online weird that it this is im go to pick up another one later for backup	good decent case has glittery colors in the back if you focus although otherwise really nice tight fit features some weird sticker on the case that prevent scratch to the device back	looks like in description looks stylish great durable has a lip easy to install good cut buttons and looks awesome at a cheap price i bought this for my mom and she love itwould buy again	well made afford and easy to install i ran through multiple screen protector due to faulty issue and dust and airbubble but the first one of these mpero screen protector and it was an easy perfect install looks like i wont be need the other come with too very clear too and good quality buy again only complaint is that its alot of drag and not very smooth but that probably because i just install it a few minutes ago and its still new																	
Product	B00AGABISW	https://www.amazon.com/dp/B00AGABISW						0	0	0														
43.19296	User/query--<also_bought>--B009M5L65C(https://www.amazon.com/dp/B009M5L65C)--<also_bought>--Product																							
8.6663	User/query--<write_based_on_query>--particle(word)--<write>--Product																							
7.31224	User/query--<write_based_on_query>--squeegee(word)--<write>--Product																							
																								
Query	home improvement power hand tool screwdriver																							
User ID	A20NNP27IOW3OP	Reviews	not so good mine broke within the first week i wasnt really satisfy with the quality nothing to be done about it now i suppose	thanks really need this and it arrive speedy and in good condition the battery work fine and without any complaint to be had	strong one tough case only problem is that the side might crack too easily especially when putt in the phone the other problem is that it is a bit bulky so it might not fit every phone but it is definitely sturdy and strong and will take the damage for the phone in case it on time in good condition	thanks arrive on time with good package and in good shape it was the perfect fit for the phone and the battery work fine thank you	great i use this quite a bit must have ordered it like times in the past great battery life and great service arrive quick and in good shape the only problem is finding a case to protect this bad boy it crack very easily unfortunately so you may have to buy it a few times if you are like me and drop it frequent otherwise great product																	
Product	B00ITILPZ4	https://www.amazon.com/dp/B00ITILPZ4						0	0	0														
0.58005	User/query--<brand>--Anker(brand)--<brand>--Product																							
-0.00413	User/query--<brand>--Pebble Technology Corp(brand)--<brand>--Product																							
-2.44504	User/query--<categories>--Health & Personal Care(categories)--<categories>--Product																							
																								
Query	electronics computer touch tablet accessory screen protector																							
User ID	A2W88VUGI6DMEM	Reviews	a must have i love this bluetooth i have own many bluetooth are an item you do need to spend money on the audio quality is excellent both for you and the person on the other end if you are go to buy one this is the one you need to buy	worthless its inexpensive and you should expect nothing more than that the sound quality is poor and the rubber inner ear pieces are flimsy and cheap	works great make the iphone a little bulky but it perfectly if you want to break your fragile iphone then dont buy one of these if youre a man and you like you stuff to be protect then you better buy this case if youre a hunter then it is a winwin boom	a really awesome case it was for my wife and she freak love it fit nicely over the slide and stay in place i also trust a trident case if you are go to do something right to it right the first time	good so far its been on my phone for month and the device take a beating like a little brother i would suggest buy these they are very nice				didnt like it its not what i thought it was it has a clear back cover that stuff get into it doesnt completely cover the front if you were to lay it face down	its an s o b to get on i love trident case but this one is a to get on and off you have to fight with it for at least minutes to get it line up i would get something else	fit like a glove this is my third aegis case the s s now the note this is best one yet they use to come in two separate pieces and it would be a to get them to line up right and fit snug this one is one piece and fit nicely the power button and the volume rocker work great through the case it come with a screen protector which is superior than any ive bought separate screen protector tip get a can of compress air and work in the most dust free environment clean the screen with eyeglass cleaner and thorough spray the phone and the area around it before apply wash your hand doy dry with paper towel then dip your finger in water and dry them with the compress air use tape to get any hair off after apply if need it do peel back nicely try to do only once ive heard do this naked in your mom bathroom will provide excellent result the spen come out without any trouble plus the headphone jack and the usb port have cover that fit snug and so they dont accidental come undone in your or satchel if youre indiana jones it do offer some protection for the screen when lay it screen down for the price it is absolutely worth it	its ok it doesnt show in the picture that the top and bottom of the phone are unprotected if you like that then this is for you	its just ok i want to get one that had a kickstand for portrait pose it is very hard to get it to stay in that position the it barely stays up it always fall back the kickstand is too low on the case and a slight touch tip it over i dont use the belt clip because those are dorky it you use a belt clip you are a dork the landscape pose with the kickstand is fine	easily return it total not worth it great idea but not worth the money the screen got a gash in it in the first three days i dont even know what i hit it on								
Product	B00AGABISW	https://www.amazon.com/dp/B00AGABISW						0	0	0														
47.00549	User/query--<also_bought>--B009M5L65C(https://www.amazon.com/dp/B009M5L65C)--<also_bought>--Product																							
9.82245	User/query--<write_based_on_query>--particle(word)--<write>--Product																							
8.56051	User/query--<write_based_on_query>--squeegee(word)--<write>--Product																							
																								
Query	sports outdoors accessory electronics gadget pedometer																							
User ID	A2RBPM25242PNE	Reviews	fast charge second charger i am current on my second charger the first one last about month and still works but doesnt stay in as well and float in an out of charge the charge is extremely fast for a car charger and for the price cant beat this charger	not very high quality the case last maybe month some of the orange wore away very early on and eventually parts of the case cracked or broke off nice color and a nice thin case option but just not high quality	protect phone well this kit take some time to put on the phone but do a great job protect it so worth the investment in time and money	too difficult with different type of cable this case is simply too difficult to use as it require a micro usb plug in cant remember if it was included as well as the lighting adapter	spent a lot of time review i spent quite a bit of time review waterproof case for my iphone and ultimately decided to buy this one after look at reviewsi have a few frustration with the case the first being that at times people cannot hear what i am saying and say that i sound muffle the second frustration is that i found it hard to access the pull down and pull up menu from the phone because of the cushion on the screen side of the case right above and below the view areai understand these complaint are similar to issue with other brand of waterproof case however it just is not enough for every consumer to be satisfy and now the case sit in my desk																	
Product	B00FH9I0EM	https://www.amazon.com/dp/B00FH9I0EM						0	0	0														
42.7041	User/query--<bought_together>--B00JBJ3HQ0(https://www.amazon.com/dp/B00JBJ3HQ0)--<bought_together>--Product																							
2.09536	User/query--<categories>--Jewelry: International Shipping Available(categories)--<categories>--Product																							
1.94947	User/query--<categories>--Sports & Outdoors(categories)--<categories>--Product																							
																								
Query	electronics accessory computer component																							
User ID	A2ZHOP19JO06EJ	Reviews	read other review i brought this charge but never use it so please before you judge or make any kind of decision please read other review to make a fair decision	cool charger i love my blackberry and this do the job for my cell phone it do stay lit green the led that is when fully charged but only when the phone is left off	worth every penny superb purchase i own a head set previous but they broke saw these and couldnt resist the price the quality is the same as the blackberry i got from sprint	good for screen i got this and it do the job protect just that my cell phone not to thin as some review might say but hey for himself	well worth every penny very happy with purchase the last item i owe was cheap made this keeps my phone steady and it doesnt shake at all while driving very impress also the suction is super strong i am happy i brought it																	
Product	B008OHNZI0	https://www.amazon.com/dp/B008OHNZI0						0	0	0														
21.27859	User/query--<also_viewed>--B009QQMEEY(https://www.amazon.com/dp/B009QQMEEY)--<bought_together>--Product																							
7.82368	User/query--<write_based_on_query>--bubble(word)--<write>--Product																							
7.61943	User/query--<write_based_on_query>--armor(word)--<write>--Product																							
																								
Query	electronics supplies battery charger accessory																							
User ID	A3K4BELY5IMLHV	Reviews	essential for my samsung epic g i am a heavy data user video audio so an extra battery pack and charger save the day dead battery take about hour to completely recharge to full in a home outlet not sure about recharge time in the car use primarily in the house handy green indicator light show full charge i dont use the stand feature much but the groove do work to prop up the phone i am notice after about a year of use that the full charge doesnt last as long may be my antiquated phone waste power or battery strength weaken through repeated daily use	adequate but slow pro battery fit samsung galaxy s cord to charger is long than normal light indicator for charge status can plug cord directly into phone con charge is very slow best use as an overnight charger battery life about as good as the original battery overall satisfactory product but not great	good quality worth the work everything you need to replace the broken glass on your phone i use a standard hair dryer rather than my heat gun only because i was concerned about cooking the phone its a slow process but worth it if you want to save a lot of money on repair	decent product battery life ok this product arrive several week ago so far have use it a few dozen times set up is easy extra ear pieces are included for different size split cable included for recharge with my laptop allow hour for a full charge battery life is ok i can usually get about hour of listen before the low battery signal this is fine for me since im usually vacuum or exercise and not wearing them all day you can answer the phone use the earpiece and microphone quality is decent when im clean i sometimes get signal interrupt when go to a different level in the house but it has to be a good distance away on the whole a reasonable quality item for the price would recommend for the casual user like myself																		
Product	B0013G8PTS	https://www.amazon.com/dp/B0013G8PTS						0	0	0														
56.46979	User/query--<also_bought>--B003ZBZ64Q(https://www.amazon.com/dp/B003ZBZ64Q)--<also_bought>--Product																							
49.91728	User/query--<bought_together>--B00GH0JXAK(https://www.amazon.com/dp/B00GH0JXAK)--<bought_together>--Product																							
33.52478	User/query--<bought_together>--B00BZDK3XK(https://www.amazon.com/dp/B00BZDK3XK)--<bought_together>--Product																							
																								
Query	home improvement power hand tool screwdriver																							
User ID	A2RETTA258TE99	Reviews	five stars great	five stars great quality functional case	five stars excellent	five stars what i was look for	five stars good quality looks great				good very ellegant good quality													
Product	B00ITILPZ4	https://www.amazon.com/dp/B00ITILPZ4						0	0	0														
0.24328	User/query--<brand>--Anker(brand)--<brand>--Product																							
0.01157	User/query--<brand>--Pebble Technology Corp(brand)--<brand>--Product																							
-2.80379	User/query--<categories>--Health & Personal Care(categories)--<categories>--Product																							
																								
Query	electronics accessory computer component																							
User ID	ANV8JY8QA4L0L	Reviews	adequate bluetooth headset i choose this headset for the price and because samsung has a good reputation for quality product i gave it an okay rating because the headset is easy to use and set up it connect quick with a blackberry smart phone where i was not impress was with the sound quality is adequate but the volume needs to have a wide range and noise cancellation in a windy environment is not good you and the person on the other end of the phone both here the wind noise to the extent that it forces you to turn it off and talk directly into the phone could use better noise and wind cancellation	great for ipad and smartphone user great help on ipad and smart phone with the electronic keyboard help to quick hit the correct key and avoid that big finger mistake	great auto charger for samsung galaxy siii great charger for your galaxy device cord is long enough to use any plug in location in your car but also coil so it isnt hanging all over or get in the way well made device better than expect from write up deliver quick and in good package	adequate charger expect a superior device from verizon cord is short than need package look like it was a resale of the device																		
Product	B008OHNZI0	https://www.amazon.com/dp/B008OHNZI0						0	0	0														
22.63208	User/query--<also_viewed>--B009QQMEEY(https://www.amazon.com/dp/B009QQMEEY)--<bought_together>--Product																							
8.3787	User/query--<write_based_on_query>--armor(word)--<write>--Product																							
8.33051	User/query--<write_based_on_query>--bubble(word)--<write>--Product																							
																								
Query	store accessory kindle fire hdx power adapter																							
User ID	APBDZ88BBTN4F	Reviews	hand down the best earbud headset i have ever own the blackberry original stereo headset which i ordered here on amazon and which was sent to me by cellular star is exactly the headset that i have always want for my blackberryi listen to my blackberry all day i listen to music and news podcast mps on it while commute at the gym at work etc i prefer a wire headset to make call as well all i care about is that i can hear the sound from them and that i dont lose sound in one ear and that the volume carry well that all i care about from the audio from my mobile phone and these perform headset has a nice thick cord which resist all attempt at tangle and crimp the leading cause of lose the sound in one earbud the bud themselves are well craft and fit in the ear well and come with small medium and large pad to fit your ear the connect is a right angle plug and the jack is a mm format exactly what my blackberry curve call i am most likely go to stock up on these as i go through headset like they are on fire	average in pretty much every way and can only be worn in an annoy way i have been use the jabra clipper bluetooth stereo headset for a few week now give it a fair shot now i am read to review ita a bluetooth device it perform adequate compare to holding the handset up to the ear or use directly wire headphone with a microphone the bluetooth microphone and stereo headset combo provide muddle voice quality and flat tone and no bass when i speak to someone who is also use a bluetooth device i have to ask them to repeat themselves often and they me when i use the handset directly or a directly wire setup i can hear them ok and they can hear me greata a music device it has the same sound problem additional if you place the phone in a back pocket prepare to lose signal quality repeatedly you also cannot be anywhere near a microwave when it is running or anything else running on the same frequency the sound is flat and sound like it is coming from further away than normal i try the cheap very cheap headphone they include with the device and higher quality one the higher quality one from sennheiser did make a difference and ramp up the quality from about a to about a on a point the plus side not have a wire go from my phone to my ear is a real bonus when driving and when at the gym i cannot tell you how many set of headphone i have had to replace because i have snag a wire and damage the that bonus is offset by the clipper nature of the device it is not a hinge clip it is more like a which means unless you wear a shirt or a shirt with a pocket on the front you can clip it on to then you are go to be left with few option to clip it to shirt collar is pretty much the only other consistent option and to clip it you basically have to force it to slide on to whatever you are try to clip it to because you cannot pry or wedge it open to get it to slide easy because if you do according to the instruction manual it will stay wedged open and lose the ability to clip tight at alloverall it is an average product with a mechanism for wearing it that is emptor	not bad i have review another jabra product before thejabra clipper bluetooth stereo headset and i didnt care for it i felt the sound and call quality of that product was average at bestthi product however is not too shabby at all it is now my official backup set of headphone i keep in the car on the off chance i forget my main setthe sound isolate earbud work well the cord is long enough the cord isnt frail prone to crimp or overly stiff the microphone pick up voice very well cant say much about their wind resistant claim i dont think any microphone without an actual wind screen can actually do much about thatso why not stars two reasonsthe plug is a straight plug not a degree angle plug that means it sticks straight out from the device and since my device is a blackberry and the mm jack is on the upper left side that means it create a problem for putt the phone into my normal pocket i carry it in when use this headsetthe clip that come with the cord is flimsy and doesnt stay in position welloverall this is a decent product i notice no better sound from it than i do from my rim blackberry official headphone but it is certainly no worse than those headphone either stars	not bad not great but not bad i had never heard of francoi et mimi as an electronics maker before i got these headphone so either they are new or they are so niche that they have remain under my radar until now base on my experience with their product though i would wager they are newthe ld headphone i have been test for several week now work fairly well and you could certainly do a lot worse i successful made phone call with them although where and why i would ever be wearing full headphone to make call with i could not even begin to guess at and i successful pair them with my phone and computer to play audio over i list to both music and game audio which came through all rightso why the stars well to begin with the unit is light and plasticy i dislike electronics that feel cheap and plastic additional the earcup are thin and oddly shaped and the padding on the top of the band is almost nonexistent also they use the cheap pleather instead of leather which feel like putt a pair of ear muff over my head after just a few minutes get hot the band is also difficult to adjust you have to use a reasonable amount of force while you are connected and the unit is on you will constant hear a buzz background noise through the set and finally the control are also not that great the pair process in particular is irksome why do so many device manufacturer insist on multifunction buttons where you hold them down for different length of time or press them in different pattern and length instead of just providing separate buttons for separate job the cost difference cannot be that unit overall is fine and get the job done but so many have come before it with superior quality product i am thinking in particular of unit from logitech and turtle beach and this unit from this unknown manufacturer doesnt do anything to stand out to me so while there isnt anything major wrong with these headphone you could do a lot worse there isnt anything major right with them either they are just average stars	not bad theduracell powermat gopower to have a mah capacity so i decided to test it in a real world situation normal people with normal batterypowere device generally do not need access to an battery pack during the day either their device can be charged at home in the car at work on a break etc or their device can make it through the hour they are out of the house for work or school or whatever i have found that when i need and want these type of things is when i am travel specifically travel by air or train and when in a hotel which never have enough power outlet seriously hotel industry they are call power strip look into them so i setup the parameter for my test i charged the unit to full capacity the night before and then i let it sit for about hour typical preparation below are the result of my summary for busy people on the go successful held the battery level steady while use kindle fire hd new model for charged kindle fire hd new model from charge to in roughly hour drain about of the charged samsung galaxy exhibit from to in roughly hour drain about of the capacitythe device was able to successful charge mah worth of power in a real world test set of circumstancesthe device should have a builtin charge cablethe device is rather of my test i took the unit and connected it to mykindle fire hd with mah battery while i was play a game at full bright and cpu level normally when i play a game the battery is discharge at a steady rate of about every minutes or so with the device plug into the duracell powermat though i was able to hold steady at the battery percentage it was showing for about minutes before it dip i play until the device dip and then shut everything off this was my of try to top up while wait in an of my test i let the unit sit for about hour while i also use my kindle until it was down to of power at that point i turn the kindle completely off and plug it into the duracell powermat this was to simulate recharge while in a plane on a long trip it took a total of hour and minutes for the duracell powermat to charge the kindle all the way back to i checked it periodical to see how it was do below is my data from the test am kindle at power turn off powermat show led for power indicator pm kindle at power turn on but screen off except to check status powermat show led for power indicator pm kindle at power turn on but screen off except to check status powermat show led for power indicator pm kindle at power turn on but screen off except to check status powermat show led for power indicator pm kindle at power turn on but screen off except to check status powermat show led for power indicator pm kindle at power turn on but screen off except to check status powermat show led for power of my test with the kindle back up to full charge i switch to charge my phone asamsung galaxy exhibit with mah battery this was to charge phone at hotel or in car or train ride post airport again on a long journey the phone was at of battery charge when i plug it in to the powermat at pm i checked it periodical until it was at it reach at pm there was still led showing on the power level indicator on the were not strict scientific test but they are certainly ballpark test and i try to simulate real world conditions when i ran the test bottom line the duracell powermat gopower longhaul claim to have a mah capacity i can say with certainty that in real world conditions it has at least mah add to that the minutes i use it to hold the battery level steady on the kindle during play and the times between use and i would say you can easily expect to get at least a solid mah out of this thing during real world conditions you may be able to get mah out of it under ideal circumstances but given the charge times i encounter for my device even if i was charge at a time which is possible with duracell powermat i would find it unlikely that you would be in a situation without access to a wall charger long enough even in ideal circumstances to get mah out of the unit before circumstances if you are go to be go on a long journey or be in a situation for a long time without access to power to charge your device maybe all day in a jury room you certainly want a unit like this with you it will basically double your phone tablet longevity if i was go to improve this device i would make at least one charge cable built into the device instead of have to be carry separate i would also try to get the device small i know that is hard to do with the size of the battery it has to have to have the capacity it has but i would still try it is quite bulky to carry around in a pocket it is a good device though and work well under the test conditions i put it under stars																	
Product	B00511PS3C	https://www.amazon.com/dp/B00511PS3C						0	0	0														
66.49753	User/query--<bought_together>--B00KBMRNQG(https://www.amazon.com/dp/B00KBMRNQG)--<bought_together>--Product																							
57.13449	User/query--<bought_together>--B00B5RGAWY(https://www.amazon.com/dp/B00B5RGAWY)--<bought_together>--Product																							
56.51157	User/query--<bought_together>--B005NGLTZQ(https://www.amazon.com/dp/B005NGLTZQ)--<bought_together>--Product																							
																								
Query	electronics portable audio video																							
User ID	AE203EP4EE7XI	Reviews	its great its the perfect size and it sticks really well glad i made this purchase its a lot better than other mount the only complaint i have after use it for a while is that its hard to get the phone inside and sometimes the corner block the screen that make it hard to adjust volume sometimes	great compact and charge your phone for a long time worth the money its quick and easy to use as well	too big maybe the heat did it im not sure but the case was deliver to me kind of stretch out it doesnt really fit my phone but i really like the design	great this is a really great bluetooth the sound is clear and its small the only slightly annoy thing would be all of the wire if you could find a wireless one that would be better	adorable this case is really cute however i would not recommend it for daily use and you still need to be careful with your phone while its on the case is hard and it has a lot of charm on it that seem as though they might break after one drop																	
Product	B003ZBZ64Q	https://www.amazon.com/dp/B003ZBZ64Q						0	0	0														
31.37059	User/query--<also_viewed>--B00KBMRNQG(https://www.amazon.com/dp/B00KBMRNQG)--<bought_together>--Product																							
31.00349	User/query--<bought_together>--B00GH0JXAK(https://www.amazon.com/dp/B00GH0JXAK)--<bought_together>--Product																							
29.22857	User/query--<bought_together>--B00BZDK3XK(https://www.amazon.com/dp/B00BZDK3XK)--<bought_together>--Product																							
																								
Query	electronics computer touch tablet accessory screen protector																							
User ID	A38VJN3C91R0WD	Reviews	satisfy it is envy of many when they see this case cover on my phone and believe me i could nit be more happy when they ask where did u get that the service was amaize and the quality of this product top notch thank u for making happy customer	satisfaction guarantee nothing but the best without a doubt i absolutely love this case cover it is luxurious and tough i could not be more happy with the way it looks on my phone it is the envy of many thank u so very much for the wonderful service and quality of the product	wow the service and quality of this product are off the chart very happy and satisfy and overwhelm by it appear	satisfaction guarantee i bought this for mom and it got deliver super fast she was happy and surprise abd love it the quality is top of the line i could not be more happy	top of the line material and the installation super easy every time i turn my phone on i am glad i chose the right product because it really make a difference the service was outand																	
Product	B008OHNZI0	https://www.amazon.com/dp/B008OHNZI0						0	0	0														
34.6484	User/query--<bought_together>--B009QQMEEY(https://www.amazon.com/dp/B009QQMEEY)--<bought_together>--Product																							
33.47739	User/query--<bought_together>--B00IIWKQWE(https://www.amazon.com/dp/B00IIWKQWE)--<bought_together>--Product																							
28.68615	User/query--<bought_together>--B008THTTMQ(https://www.amazon.com/dp/B008THTTMQ)--<bought_together>--Product																							
																								
Query	electronics portable audio video																							
User ID	A2AAQOX9H2FAB	Reviews	couldnt be any better this device works just as describe i have use it with a samsung galaxy tab and a samsung focus it come with an adapter cable for use with samsung device and i did need it for the focus but not the galaxy tab this was a very good purchase and i would make it again when at the airport and all the outlet were still was able to charge my devicesboth at the same time thank you new trent	convenient reliable stylus the stylus works great the pen works fine i just prefer a bold pen this is short than a regular pen but long than some of the other stylus that are out there the clip works well and actually hold i would buy it again and would recommend it to someone searching for such an item	great convenient charger i love the ability to charge two item from one socket i try this on multiple device and all charged well quick with no problem great product	bling with class this case is exactly what i was look for it is not gaudy at all it fit perfectly and gave ample access to the buttons and port the silver edge blend perfectly with the silver edge of the phone itself it is even line so it doesnt scratch the back of the phone great product friends see it and want one																		
Product	B004E10KFG	https://www.amazon.com/dp/B004E10KFG						0	0	0														
1.95528	User/query--<categories>--Accessories(categories)--<categories>--Product																							
1.92992	User/query--<write_based_on_query>--bass(word)--<write>--Product																							
-0.13814	User/query--<categories>--Electronics(categories)--<categories>--Product																							
																								
Query	electronics computer cable accessory																							
